name,last_name,first_name,display,position,proj
JOHNNYMUNDT,MUNDT,JOHNNY,Johnny Mundt,TE,43.503757133
CHRISRODRIGUEZ,RODRIGUEZ,CHRIS,Chris Rodriguez Jr.,RB,43.265040159499996
AUDRICESTIME,ESTIME,AUDRIC,Audric Estimé,RB,42.621094580999994
AUSTINHOOPER,HOOPER,AUSTIN,Austin Hooper,TE,42.334397956000004
TANNERHUDSON,HUDSON,TANNER,Tanner Hudson,TE,42.322150059
SAMHOWELL,HOWELL,SAM,Sam Howell,QB,42.248630523
BRANDONPOWELL,POWELL,BRANDON,Brandon Powell,WR,41.9576888455
DERIUSDAVIS,DAVIS,DERIUS,Derius Davis,WR,41.4548771545
BUBMEANS,MEANS,BUB,Bub Means,WR,40.634107764999996
ISAIAHDAVIS,DAVIS,ISAIAH,Isaiah Davis,RB,39.718289008
ADAMTRAUTMAN,TRAUTMAN,ADAM,Adam Trautman,TE,39.122374158
ISAACGUERENDO,GUERENDO,ISAAC,Isaac Guerendo,RB,39.04333503
CORDARRELLEPATTERSON,PATTERSON,CORDARRELLE,Cordarrelle Patterson,RB,39.017696241500005
MARQUEZVALDESSCANTLING,VALDESSCANTLING,MARQUEZ,Marquez Valdes-Scantling,WR,39.0098107655
JUSTINWATSON,WATSON,JUSTIN,Justin Watson,WR,38.986697281999994
TYLERSCOTT,SCOTT,TYLER,Tyler Scott,WR,38.8926044855
A.T.PERRY,PERRY,A.T.,A.T. Perry,WR,37.8025466955
RAYDAVIS,DAVIS,RAY,Ray Davis,RB,37.491455347999995
PARRISCAMPBELL,CAMPBELL,PARRIS,Parris Campbell,WR,37.473079893000005
JOSHOLIVER,OLIVER,JOSH,Josh Oliver,TE,36.8858454
NYHEIMHINES,HINES,NYHEIM,Nyheim Hines,RB,36.12175336
DEUCEVAUGHN,VAUGHN,DEUCE,Deuce Vaughn,RB,36.121110924999996
ELIJAHHIGGINS,HIGGINS,ELIJAH,Elijah Higgins,TE,35.824068503999996
DREWLOCK,LOCK,DREW,Drew Lock,QB,35.310588550000006
NICKMULLENS,MULLENS,NICK,Nick Mullens,QB,35.230417093
DARNELLWASHINGTON,WASHINGTON,DARNELL,Darnell Washington,TE,35.188189574000006
FOSTERMOREAU,MOREAU,FOSTER,Foster Moreau,TE,35.17911556
KADARIUSTONEY,TONEY,KADARIUS,Kadarius Toney,WR,34.9035607185
JASEMCCLELLAN,MCCLELLAN,JASE,Jase McClellan,RB,34.7160515215
JARRETTSTIDHAM,STIDHAM,JARRETT,Jarrett Stidham,QB,34.5538530385
JAHEIMBELL,BELL,JAHEIM,Jaheim Bell,TE,34.295557704
AMEERABDULLAH,ABDULLAH,AMEER,Ameer Abdullah,RB,33.761410741
ROYCEFREEMAN,FREEMAN,ROYCE,Royce Freeman,RB,33.354125555
MALIKWASHINGTON,WASHINGTON,MALIK,Malik Washington,WR,33.2757861875
NICKWESTBROOKIKHINE,WESTBROOKIKHINE,NICK,Nick Westbrook-Ikhine,WR,33.146571601000005
RYANFLOURNOY,FLOURNOY,RYAN,Ryan Flournoy,WR,32.578079359
ALLENLAZARD,LAZARD,ALLEN,Allen Lazard,WR,32.379384278
MIKEPENIX,PENIX,MIKE,Michael Penix Jr.,QB,31.850136939499997
DAVISALLEN,ALLEN,DAVIS,Davis Allen,TE,31.736931329
CONNORHEYWARD,HEYWARD,CONNOR,Connor Heyward,TE,31.532812005
JALENGUYTON,GUYTON,JALEN,Jalen Guyton,WR,31.417007910499997
BREVINJORDAN,JORDAN,BREVIN,Brevin Jordan,TE,31.279343093
KEVINHARRIS,HARRIS,KEVIN,Kevin Harris,RB,31.173959771499998
DAREOGUNBOWALE,OGUNBOWALE,DARE,Dare Ogunbowale,RB,30.738730586000003
CRAIGREYNOLDS,REYNOLDS,CRAIG,Craig Reynolds,RB,30.592780331
BRENTONSTRANGE,STRANGE,BRENTON,Brenton Strange,TE,30.455120046
KHADARELHODGE,HODGE,KHADAREL,KhaDarel Hodge,WR,30.195568191000003
DREWSAMPLE,SAMPLE,DREW,Drew Sample,TE,30.097162795000003
SKYYMOORE,MOORE,SKYY,Skyy Moore,WR,29.8715276195
DERNESTJOHNSON,JOHNSON,DERNEST,D'Ernest Johnson,RB,29.765002144500006
DONOVANPEOPLESJONES,PEOPLESJONES,DONOVAN,Donovan Peoples-Jones,WR,29.741355902000002
MIKETHOMAS,THOMAS,MIKE,Michael Thomas,WR,29.6
CASEYWASHINGTON,WASHINGTON,CASEY,Casey Washington,WR,29.468560608000004
BRAXTONBERRIOS,BERRIOS,BRAXTON,Braxton Berrios,WR,29.366678297
AJBARNER,BARNER,AJ,AJ Barner,TE,29.285702465
JORDANAKINS,AKINS,JORDAN,Jordan Akins,TE,29.126738133
ISAIAHMCKENZIE,MCKENZIE,ISAIAH,Isaiah McKenzie,WR,29.051208326
JORDANWHITTINGTON,WHITTINGTON,JORDAN,Jordan Whittington,WR,29.042142327
IHMIRSMITHMARSETTE,SMITHMARSETTE,IHMIR,Ihmir Smith-Marsette,WR,28.9775564195
AINIASSMITH,SMITH,AINIAS,Ainias Smith,WR,28.889269806999998
TRENTONIRWIN,IRWIN,TRENTON,Trenton Irwin,WR,28.653338026
RASHEENALI,ALI,RASHEEN,Rasheen Ali,RB,28.534756890500002
PAYNEDURHAM,DURHAM,PAYNE,Payne Durham,TE,28.2588982535
JAMEISWINSTON,WINSTON,JAMEIS,Jameis Winston,QB,28.220626447999997
DENERICPRINCE,PRINCE,DENERIC,Deneric Prince,RB,28.15
DYAMIBROWN,BROWN,DYAMI,Dyami Brown,WR,27.8519258275
JALENBROOKS,BROOKS,JALEN,Jalen Brooks,WR,27.825750699
DALVINCOOK,COOK,DALVIN,Dalvin Cook,RB,27.8
JAKEBROWNING,BROWNING,JAKE,Jake Browning,QB,27.695846765000006
DAVIDMOORE,MOORE,DAVID,David Moore,WR,27.647892823
THEOJOHNSON,JOHNSON,THEO,Theo Johnson,TE,27.597650372
LUCASKRULL,KRULL,LUCAS,Lucas Krull,TE,27.529672988500003
RAMIZAHMED,AHMED,RAMIZ,Ramiz Ahmed,K,27.5
EMARIDEMERCADO,DEMERCADO,EMARI,Emari Demercado,RB,27.3
LUKESCHOONMAKER,SCHOONMAKER,LUKE,Luke Schoonmaker,TE,27.131821473000002
JOHNNYWILSON,WILSON,JOHNNY,Johnny Wilson,WR,27.076614541000005
PEYTONHENDERSHOT,HENDERSHOT,PEYTON,Peyton Hendershot,TE,26.726975741000004
DONALDPARHAM,PARHAM,DONALD,Donald Parham,TE,26.3179327715
TRAYVEONWILLIAMS,WILLIAMS,TRAYVEON,Trayveon Williams,RB,25.6487948215
TRENTSHERFIELD,SHERFIELD,TRENT,Trent Sherfield,WR,25.615664228500002
MITCHELLTRUBISKY,TRUBISKY,MITCHELL,Mitchell Trubisky,QB,25.416306789
JOHNMETCHIE,METCHIE,JOHN,John Metchie III,WR,25.256805709
STONESMARTT,SMARTT,STONE,Stone Smartt,TE,25.010839366
IRVSMITH,SMITH,IRV,Irv Smith,TE,24.5533022185
DAVIDBELL,BELL,DAVID,David Bell,WR,24.4042024715
JIMMYGAROPPOLO,GAROPPOLO,JIMMY,Jimmy Garoppolo,QB,24.3198305991
RONNIERIVERS,RIVERS,RONNIE,Ronnie Rivers,RB,24.287158039
QUEZWATKINS,WATKINS,QUEZ,Quez Watkins,WR,24.2584530735
CARSONWENTZ,WENTZ,CARSON,Carson Wentz,QB,24.191221804500003
PHARAOHBROWN,BROWN,PHARAOH,Pharaoh Brown,TE,24.068984824
CHARLIEJONES,JONES,CHARLIE,Charlie Jones,WR,23.956511932
IANTHOMAS,THOMAS,IAN,Ian Thomas,TE,23.911005838999998
TIPREIMAN,REIMAN,TIP,Tip Reiman,TE,23.786771135500004
ISAIAHHODGINS,HODGINS,ISAIAH,Isaiah Hodgins,WR,23.591798724
MACKHOLLINS,HOLLINS,MACK,Mack Hollins,WR,23.3501761135
WILLMALLORY,MALLORY,WILL,Will Mallory,TE,23.3121686545
COOPERRUSH,RUSH,COOPER,Cooper Rush,QB,23.233372616
CADESTOVER,STOVER,CADE,Cade Stover,TE,23.1881824865
JOSHDOBBS,DOBBS,JOSH,Joshua Dobbs,QB,22.999908726999998
XAVIERHUTCHINSON,HUTCHINSON,XAVIER,Xavier Hutchinson,WR,22.842154765
ROBERTTONYAN,TONYAN,ROBERT,Robert Tonyan,TE,22.817113618
MOALIECOX,ALIECOX,MO,Mo Alie-Cox,TE,22.722919144000002
TYSONBAGENT,BAGENT,TYSON,Tyson Bagent,QB,22.7090349025
MARCUSMARIOTA,MARIOTA,MARCUS,Marcus Mariota,QB,22.6675448445
SEANCLIFFORD,CLIFFORD,SEAN,Sean Clifford,QB,22.518156867
DEVINDUVERNAY,DUVERNAY,DEVIN,Devin Duvernay,WR,22.365716643499997
TYRODTAYLOR,TAYLOR,TYROD,Tyrod Taylor,QB,22.00682287
ANTHONYGOULD,GOULD,ANTHONY,Anthony Gould,WR,21.826615943500002
KYLETRASK,TRASK,KYLE,Kyle Trask,QB,21.6301050675
RAKIMJARRETT,JARRETT,RAKIM,Rakim Jarrett,WR,21.475371309
HENDONHOOKER,HOOKER,HENDON,Hendon Hooker,QB,21.449962047499998
MACJONES,JONES,MAC,Mac Jones,QB,21.38063812
MECOLEHARDMAN,HARDMAN,MECOLE,Mecole Hardman,WR,21.3480113735
CASEKEENUM,KEENUM,CASE,Case Keenum,QB,21.282582167
KENNYPICKETT,PICKETT,KENNY,Kenny Pickett,QB,21.234057269999997
DALLINHOLKER,HOLKER,DALLIN,Dallin Holker,TE,20.9870663425
D.J.MONTGOMERY,MONTGOMERY,D.J.,D.J. Montgomery,WR,20.9
EASTONSTICK,STICK,EASTON,Easton Stick,QB,20.834468490000003
ANDYDALTON,DALTON,ANDY,Andy Dalton,QB,20.574464653
JAREDWILEY,WILEY,JARED,Jared Wiley,TE,20.439121887
CAMERONLATU,LATU,CAMERON,Cameron Latu,TE,20.427078530000003
KENNYMCINTOSH,MCINTOSH,KENNY,Kenny McIntosh,RB,20.401131799999998
JAMISONCROWDER,CROWDER,JAMISON,Jamison Crowder,WR,20.311819546000002
LAVISKASHENAULT,SHENAULT,LAVISKA,Laviska Shenault Jr.,WR,20.280003990500003
JASONBROWNLEE,BROWNLEE,JASON,Jason Brownlee,WR,20.247482292
DESMONDRIDDER,RIDDER,DESMOND,Desmond Ridder,QB,20.162746204999998
CAMAKERS,AKERS,CAM,Cam Akers,RB,20.1478025555
MASONRUDOLPH,RUDOLPH,MASON,Mason Rudolph,QB,20.0639617115
BRENDENRICE,RICE,BRENDEN,Brenden Rice,WR,20.051153745
JAMARITHRASH,THRASH,JAMARI,Jamari Thrash,WR,20.0418664675
OLAMIDEZACCHEAUS,ZACCHEAUS,OLAMIDE,Olamide Zaccheaus,WR,20.011087578
CHRISMOORE,MOORE,CHRIS,Chris Moore,WR,20.005644999
HARRISONBRYANT,BRYANT,HARRISON,Harrison Bryant,TE,19.793257853
JACOBCOWING,COWING,JACOB,Jacob Cowing,WR,19.7275019545
JUJUSMITHSCHUSTER,SMITHSCHUSTER,JUJU,JuJu Smith-Schuster,WR,19.6
JALENREAGOR,REAGOR,JALEN,Jalen Reagor,WR,19.434534554
CHARLIEWOERNER,WOERNER,CHARLIE,Charlie Woerner,TE,19.379179002
SPENCERRATTLER,RATTLER,SPENCER,Spencer Rattler,QB,19.353318761000004
MIKEWHITE,WHITE,MIKE,Mike White,QB,19.081022204
BRETTMAHER,MAHER,BRETT,Brett Maher,K,19.0
CARSONSTEELE,STEELE,CARSON,Carson Steele,RB,18.9
DEVINCULP,CULP,DEVIN,Devin Culp,TE,18.5570545683
JOEFLACCO,FLACCO,JOE,Joe Flacco,QB,18.5536016165
TYLERGOODSON,GOODSON,TYLER,Tyler Goodson,RB,18.48597837
BRANDONJOHNSON,JOHNSON,BRANDON,Brandon Johnson,WR,18.4647067285
RAHEEMBLACKSHEAR,BLACKSHEAR,RAHEEM,Raheem Blackshear,RB,17.8154181975
DEVENTHOMPKINS,THOMPKINS,DEVEN,Deven Thompkins,WR,17.75
MALIKHEATH,HEATH,MALIK,Malik Heath,WR,17.5910488865
DEONTEHARTY,HARTY,DEONTE,Deonte Harty,WR,17.5358315145
CHRISEVANS,EVANS,CHRIS,Chris Evans,RB,17.4147876245
LOGANTHOMAS,THOMAS,LOGAN,Logan Thomas,TE,17.15
TANNERBROWN,BROWN,TANNER,Tanner Brown,K,17.0
CORNELIUSJOHNSON,JOHNSON,CORNELIUS,Cornelius Johnson,WR,16.8
ASHTONDULIN,DULIN,ASHTON,Ashton Dulin,WR,16.6534411345
GREGJOSEPH,JOSEPH,GREG,Greg Joseph,K,16.5
JOEYSLYE,SLYE,JOEY,Joey Slye,K,16.5
JULIUSCHESTNUT,CHESTNUT,JULIUS,Julius Chestnut,RB,16.364123349
ROBERTWOODS,WOODS,ROBERT,Robert Woods,WR,16.35
JAMYCALHASTY,HASTY,JAMYCAL,JaMycal Hasty,RB,16.312843946
RONNIEBELL,BELL,RONNIE,Ronnie Bell,WR,16.296819913
ANTOINEGREEN,GREEN,ANTOINE,Antoine Green,WR,16.05
TIMJONES,JONES,TIM,Tim Jones,WR,15.98406986
JOSHJOHNSON,JOHNSON,JOSH,Josh Johnson,QB,15.945455048
CHASECLAYPOOL,CLAYPOOL,CHASE,Chase Claypool,WR,15.9
ISRAELABANIKANDA,ABANIKANDA,ISRAEL,Israel Abanikanda,RB,15.729991542000004
KAYSHONBOUTTE,BOUTTE,KAYSHON,Kayshon Boutte,WR,15.65
EQUANIMEOUSST.BROWN,BROWN,EQUANIMEOUSST.,Equanimeous St. Brown,WR,15.638363187
TYQUANTHORNTON,THORNTON,TYQUAN,Tyquan Thornton,WR,15.624226331500001
QUINTINMORRIS,MORRIS,QUINTIN,Quintin Morris,TE,15.619342038500001
MASONTIPTON,TIPTON,MASON,Mason Tipton,WR,15.55
CADEYORK,YORK,CADE,Cade York,K,15.5
TANNERMCLACHLAN,MCLACHLAN,TANNER,Tanner McLachlan,TE,15.15
TAHJWASHINGTON,WASHINGTON,TAHJ,Tahj Washington,WR,15.05
C.J.UZOMAH,UZOMAH,C.J.,C.J. Uzomah,TE,14.868354726500002
EMANUELWILSON,WILSON,EMANUEL,Emanuel Wilson,RB,14.8
MARCUSROSEMYJACKSAINT,ROSEMYJACKSAINT,MARCUS,Marcus Rosemy-Jacksaint,WR,14.6
TEJHAUNPALMER,PALMER,TEJHAUN,Tejhaun Palmer,WR,14.6
NIKKOREMIGIO,REMIGIO,NIKKO,Nikko Remigio,WR,14.5
BRANDONMCMANUS,MCMANUS,BRANDON,Brandon McManus,K,14.5
ALLENROBINSON,ROBINSON,ALLEN,Allen Robinson,WR,14.35
KYLEJUSZCZYK,JUSZCZYK,KYLE,Kyle Juszczyk,RB,14.3199106905
DEVAUGHNVELE,VELE,DEVAUGHN,Devaughn Vele,WR,14.175650000000001
JOSHKELLEY,KELLEY,JOSH,Joshua Kelley,RB,14.0
KJHAMLER,HAMLER,KJ,KJ Hamler,WR,14.0
BOMELTON,MELTON,BO,Bo Melton,WR,13.967529573999999
BOSTONSCOTT,SCOTT,BOSTON,Boston Scott,RB,13.949587689500001
TREQUANSMITH,SMITH,TREQUAN,Tre'Quan Smith,WR,13.852876129999999
RUSSELLGAGE,GAGE,RUSSELL,Russell Gage,WR,13.85
JOHNBATES,BATES,JOHN,John Bates,TE,13.764491345500002
SCOTTMILLER,MILLER,SCOTT,Scott Miller,WR,13.653277342500001
ZACHPASCAL,PASCAL,ZACH,Zach Pascal,WR,13.65
MIKEWOODS,WOODS,MIKE,Mike Woods,WR,13.65
KEAONTAYINGRAM,INGRAM,KEAONTAY,Keaontay Ingram,RB,13.561866199
DANNYGRAY,GRAY,DANNY,Danny Gray,WR,13.5033867985
DEEJAYDALLAS,DALLAS,DEEJAY,DeeJay Dallas,RB,13.3782044065
CHRISCONLEY,CONLEY,CHRIS,Chris Conley,WR,13.25
BENSKOWRONEK,SKOWRONEK,BEN,Ben Skowronek,WR,13.25
ROBBIECHOSEN,CHOSEN,ROBBIE,Robbie Chosen,WR,13.25
JAWHARJORDAN,JORDAN,JAWHAR,Jawhar Jordan,RB,13.2
PIERRESTRONG,STRONG,PIERRE,Pierre Strong,RB,13.187550836
DEWAYNEMCBRIDE,MCBRIDE,DEWAYNE,DeWayne McBride,RB,12.75
ANDREWOGLETREE,OGLETREE,ANDREW,Andrew Ogletree,TE,12.722530456
ALECINGOLD,INGOLD,ALEC,Alec Ingold,RB,12.561607969
JULIOJONES,JONES,JULIO,Julio Jones,WR,12.35
JOSEPHFORTSON,FORTSON,JOSEPH,Joseph Fortson,TE,12.25
JACKSTOLL,STOLL,JACK,Jack Stoll,TE,12.25
JUSTYNROSS,ROSS,JUSTYN,Justyn Ross,WR,12.15
JOHNPARKERROMO,ROMO,JOHNPARKER,John Parker Romo,K,12.0
BLAKEWATSON,WATSON,BLAKE,Blake Watson,RB,11.85
JEFFWILSON,WILSON,JEFF,Jeff Wilson,RB,11.75
ISAIAHSPILLER,SPILLER,ISAIAH,Isaiah Spiller,RB,11.65
MYLESGASKIN,GASKIN,MYLES,Myles Gaskin,RB,11.392046426999999
KENENWANGWU,NWANGWU,KENE,Kene Nwangwu,RB,11.151429090499999
BYRONPRINGLE,PRINGLE,BYRON,Byron Pringle,WR,11.05
SEANTUCKER,TUCKER,SEAN,Sean Tucker,RB,10.967676547
DILLONJOHNSON,JOHNSON,DILLON,Dillon Johnson,RB,10.95
RIVERCRACRAFT,CRACRAFT,RIVER,River Cracraft,WR,10.278451223500001
ERICKALL,ALL,ERICK,Erick All,TE,10.244754529500002
ERICSAUBERT,SAUBERT,ERIC,Eric Saubert,TE,10.0245763265
JORDANMIMS,MIMS,JORDAN,Jordan Mims,RB,9.9356467245
LAMICALPERINE,PERINE,LAMICAL,La'Mical Perine,RB,9.8484219845
DWAYNEESKRIDGE,ESKRIDGE,DWAYNE,D'Wayne Eskridge,WR,9.6940325325
MATTBREIDA,BREIDA,MATT,Matt Breida,RB,9.65
JOSIAHDEGUARA,DEGUARA,JOSIAH,Josiah Deguara,TE,9.585370976
LUKEFARRELL,FARRELL,LUKE,Luke Farrell,TE,9.442099233499999
KOKIEFT,KIEFT,KO,Ko Kieft,TE,9.364276337
TRAVISHOMER,HOMER,TRAVIS,Travis Homer,RB,9.270009354
CHARLIEKOLAR,KOLAR,CHARLIE,Charlie Kolar,TE,9.138025825499998
GIOVANNIRICCI,RICCI,GIOVANNI,Giovanni Ricci,TE,8.884229659499999
RASHAADPENNY,PENNY,RASHAAD,Rashaad Penny,RB,8.55
BRITAINCOVEY,COVEY,BRITAIN,Britain Covey,WR,8.400877405500001
JARETPATTERSON,PATTERSON,JARET,Jaret Patterson,RB,8.373198952
SIONEVAKI,VAKI,SIONE,Sione Vaki,RB,8.074823446
CARLOSWASHINGTON,WASHINGTON,CARLOS,Carlos Washington,RB,7.95
SALVONAHMED,AHMED,SALVON,Salvon Ahmed,RB,7.85
CHRISBROOKS,BROOKS,CHRIS,Chris Brooks,RB,7.5465816365
HASSANHASKINS,HASKINS,HASSAN,Hassan Haskins,RB,6.8893586424999995
KEILANROBINSON,ROBINSON,KEILAN,Keilan Robinson,RB,6.78294244
KYLEPHILIPS,PHILIPS,KYLE,Kyle Philips,WR,6.498533441499999
STERLINGSHEPARD,SHEPARD,STERLING,Sterling Shepard,WR,6.4611535225
VELUSJONES,JONES,VELUS,Velus Jones Jr.,WR,6.458618036999999
DARRYNTONEVANS,EVANS,DARRYNTON,Darrynton Evans,RB,6.251141850000002
TYLERHUNTLEY,HUNTLEY,TYLER,Tyler Huntley,QB,6.24
MIKEBURTON,BURTON,MIKE,Michael Burton,RB,6.208794864000002
DANTEMILLER,MILLER,DANTE,Dante Miller,RB,6.035244343
LOUISREESZAMMIT,REESZAMMIT,LOUIS,Louis Rees-Zammit,RB,5.9452389405
TYLANWALLACE,WALLACE,TYLAN,Tylan Wallace,WR,5.92565
TERRACEMARSHALL,MARSHALL,TERRACE,Terrace Marshall Jr.,WR,5.9
HUNTERLUEPKE,LUEPKE,HUNTER,Hunter Luepke,RB,5.89248758
DAVISMILLS,MILLS,DAVIS,Davis Mills,QB,5.89
ZACHWILSON,WILSON,ZACH,Zach Wilson,QB,5.85
TREYLANCE,LANCE,TREY,Trey Lance,QB,5.85
JARENHALL,HALL,JAREN,Jaren Hall,QB,5.78
BAILEYZAPPE,ZAPPE,BAILEY,Bailey Zappe,QB,5.75
MALIKWILLIS,WILLIS,MALIK,Malik Willis,QB,5.66
TOMMYDEVITO,DEVITO,TOMMY,Tommy DeVito,QB,5.65
ANDREWBECK,BECK,ANDREW,Andrew Beck,RB,5.567779616
ADAMPRENTICE,PRENTICE,ADAM,Adam Prentice,RB,5.472157672
C.J.BEATHARD,BEATHARD,C.J.,C.J. Beathard,QB,5.47
MIKEPRATT,PRATT,MIKE,Michael Pratt,QB,5.4
MALIKDAVIS,DAVIS,MALIK,Malik Davis,RB,5.4
KYLEALLEN,ALLEN,KYLE,Kyle Allen,QB,5.37
JORDANTRAVIS,TRAVIS,JORDAN,Jordan Travis,QB,5.26
DAMIEREBYRD,BYRD,DAMIERE,Damiere Byrd,WR,5.25
SKYLARTHOMPSON,THOMPSON,SKYLAR,Skylar Thompson,QB,5.22
TAYLORHEINICKE,HEINICKE,TAYLOR,Taylor Heinicke,QB,5.1
JOHNSTEPHENS,STEPHENS,JOHN,John Stephens Jr.,TE,5.045377811499999
ROSSDWELLEY,DWELLEY,ROSS,Ross Dwelley,TE,5.0174323525
CLAYTONTUNE,TUNE,CLAYTON,Clayton Tune,QB,4.95
JHAQUANJACKSON,JACKSON,JHAQUAN,Jha'Quan Jackson,WR,4.944711777
RYANTANNEHILL,TANNEHILL,RYAN,Ryan Tannehill,QB,4.79
JOEMILTON,MILTON,JOE,Joe Milton III,QB,4.65
C.J.HAM,HAM,C.J.,C.J. Ham,RB,4.629075319000002
JAMESMITCHELL,MITCHELL,JAMES,James Mitchell,TE,4.5852345705
MARCEDESLEWIS,LEWIS,MARCEDES,Marcedes Lewis,TE,4.573241239
STETSONBENNETT,BENNETT,STETSON,Stetson Bennett,QB,4.49
JULIANHILL,HILL,JULIAN,Julian Hill,TE,4.4776676195
TYLERJOHNSON,JOHNSON,TYLER,Tyler Johnson,WR,4.446598358
MYCOLEPRUITT,PRUITT,MYCOLE,MyCole Pruitt,TE,4.412018553499999
JUSTINSHORTER,SHORTER,JUSTIN,Justin Shorter,WR,4.375012793
JORDANMATTHEWS,MATTHEWS,JORDAN,Jordan Matthews,WR,4.355543965
SAMHARTMAN,HARTMAN,SAM,Sam Hartman,QB,4.35
EMANIBAILEY,BAILEY,EMANI,Emani Bailey,RB,4.25
GRANTCALCATERRA,CALCATERRA,GRANT,Grant Calcaterra,TE,4.226282384
NATEADKINS,ADKINS,NATE,Nate Adkins,TE,4.1525712855000005
MITCHELLWILCOX,WILCOX,MITCHELL,Mitchell Wilcox,TE,4.05
TANNERMCKEE,MCKEE,TANNER,Tanner McKee,QB,4.0
SAMEHLINGER,EHLINGER,SAM,Sam Ehlinger,QB,3.92
PATRICKRICARD,RICARD,PATRICK,Patrick Ricard,RB,3.7859514475000005
DEANDRECARTER,CARTER,DEANDRE,DeAndre Carter,WR,3.1428416230000003
ELIJAHDOTSON,DOTSON,ELIJAH,Elijah Dotson,RB,2.95
TYRIONDAVISPRICE,DAVISPRICE,TYRION,Tyrion Davis-Price,RB,2.719604285
PATRICKTAYLOR,TAYLOR,PATRICK,Patrick Taylor,RB,2.6
ZACHEVANS,EVANS,ZACH,Zach Evans,RB,2.55
DORIANTHOMPSONROBINSON,THOMPSONROBINSON,DORIAN,Dorian Thompson-Robinson,QB,2.39
LAWRENCECAGER,CAGER,LAWRENCE,Lawrence Cager,TE,2.353169239
BENSIMS,SIMS,BEN,Ben Sims,TE,2.2782599335
TYLERDAVIS,DAVIS,TYLER,Tyler Davis,TE,2.25047777
BRADYRUSSELL,RUSSELL,BRADY,Brady Russell,TE,2.2388641091999997
CHRISMANHERTZ,MANHERTZ,CHRIS,Chris Manhertz,TE,2.21598884
MAURICEALEXANDER,ALEXANDER,MAURICE,Maurice Alexander,WR,2.1991710755000002
COLETURNER,TURNER,COLE,Cole Turner,TE,2.128291132
ZACHGENTRY,GENTRY,ZACH,Zach Gentry,TE,2.0753599743000004
KHARIBLASINGAME,BLASINGAME,KHARI,Khari Blasingame,RB,1.9208524565
CODYSCHRADER,SCHRADER,CODY,Cody Schrader,RB,1.75
BRANDONBOLDEN,BOLDEN,BRANDON,Brandon Bolden,RB,1.65
HUNTERLONG,LONG,HUNTER,Hunter Long,TE,1.4568652197999998
DEVINLEARY,LEARY,DEVIN,Devin Leary,QB,1.3
KEHINDEOGINNIHASSAN,HASSAN,KEHINDEOGINNI,Kehinde Oginni Hassan,TE,1.25
STEVENSIMS,SIMS,STEVEN,Steven Sims,WR,1.157483274
JEREMYMCNICHOLS,MCNICHOLS,JEREMY,Jeremy McNichols,RB,1.077934436
GUNNEROLSZEWSKI,OLSZEWSKI,GUNNER,Gunner Olszewski,WR,0.738859593
JAMESPROCHE,PROCHE,JAMES,James Proche,WR,0.38988
SAMORITOURE,TOURE,SAMORI,Samori Toure,WR,0.02565
DANTEPETTIS,PETTIS,DANTE,Dante Pettis,WR,0.02052
KEVINRADER,RADER,KEVIN,Kevin Rader,TE,0.0
AUSTINREED,REED,AUSTIN,Austin Reed,QB,0.0
SAMMISREYES,REYES,SAMMIS,Sammis Reyes,TE,0.0
ISAACREX,REX,ISAAC,Isaac Rex,TE,0.0
CARTERBRADLEY,BRADLEY,CARTER,Carter Bradley,QB,0.0
TEAGANQUITORIANO,QUITORIANO,TEAGAN,Teagan Quitoriano,TE,0.0
KENDRICPRYOR,PRYOR,KENDRIC,Kendric Pryor,WR,0.0
ANTHONYSCHWARTZ,SCHWARTZ,ANTHONY,Anthony Schwartz,WR,0.0
MIKERIGERMAN,RIGERMAN,MIKE,Mike Rigerman,TE,0.0
MARCUSRILEY,RILEY,MARCUS,Marcus Riley,WR,0.0
TYSCOTT,SCOTT,TY,Ty Scott,WR,0.0
JOSEPHSCATES,SCATES,JOSEPH,Joseph Scates,WR,0.0
ZAVIERSCOTT,SCOTT,ZAVIER,Zavier Scott,WR,0.0
JACOBSAYLORS,SAYLORS,JACOB,Jacob Saylors,RB,0.0
GERRITPRINCE,PRINCE,GERRIT,Gerrit Prince,TE,0.0
BRAYLONSANDERS,SANDERS,BRAYLON,Braylon Sanders,WR,0.0
BRETTRYPIEN,RYPIEN,BRETT,Brett Rypien,QB,0.0
SEANRYAN,RYAN,SEAN,Sean Ryan,WR,0.0
HAYDENRUCCI,RUCCI,HAYDEN,Hayden Rucci,TE,0.0
WAYNERUBY,RUBY,WAYNE,Wayne Ruby,WR,0.0
NATHANROURKE,ROURKE,NATHAN,Nathan Rourke,QB,0.0
SAMSCHNEE,SCHNEE,SAM,Sam Schnee,RB,0.0
ARMANIROGERS,ROGERS,ARMANI,Armani Rogers,TE,0.0
TAYVIONROBINSON,ROBINSON,TAYVION,Tayvion Robinson,WR,0.0
KAIREEROBINSON,ROBINSON,KAIREE,Kairee Robinson,RB,0.0
JAMESROBINSON,ROBINSON,JAMES,James Robinson,RB,0.0
AIDANROBBINS,ROBBINS,AIDAN,Aidan Robbins,RB,0.0
JOHNROSS,ROSS,JOHN,John Ross,WR,0.0
TERIQUEOWENS,OWENS,TERIQUE,Terique Owens,WR,0.0
CORNELLPOWELL,POWELL,CORNELL,Cornell Powell,WR,0.0
JACKPLUMMER,PLUMMER,JACK,Jack Plummer,QB,0.0
PRAISEOLATOKE,OLATOKE,PRAISE,Praise Olatoke,WR,0.0
