name,last_name,first_name,display,position,proj
JACOBYBRISSETT,BRISSETT,JACOBY,Jacoby Brissett,QB,29.595551913
DREWLOCK,LOCK,DREW,Drew Lock,QB,44.934381095
MASONRUDOLPH,RUDOLPH,MASON,Mason Rudolph,QB,28.053235183999995
CARSONWENTZ,WENTZ,CARSON,Carson Wentz,QB,36.33865096900001
JIMMYGAROPPOLO,GAROPPOLO,JIMMY,Jimmy Garoppolo,QB,33.431300673900004
KENNYPICKETT,PICKETT,KENNY,Kenny Pickett,QB,32.022505139
MARCUSMARIOTA,MARIOTA,MARCUS,Marcus Mariota,QB,33.119049881
MITCHELLTRUBISKY,TRUBISKY,MITCHELL,Mitchell Trubisky,QB,35.512765395
JASONMYERS,MYERS,JASON,Jason Myers,K,129.651453104
MATTPRATER,PRATER,MATT,Matt Prater,K,129.792864299
CHRISBOSWELL,BOSWELL,CHRIS,Chris Boswell,K,129.662800238
DANIELCARLSON,CARLSON,DANIEL,Daniel Carlson,K,127.97457182000001
JOSHKARTY,KARTY,JOSH,Joshua Karty,K,132.487829013
ANDERSCARLSON,CARLSON,ANDERS,Anders Carlson,K,129.653315902
WILLREICHARD,REICHARD,WILL,Will Reichard,K,127.17776955299999
CAMLITTLE,LITTLE,CAM,Cam Little,K,127.360317
BLAKEGRUPE,GRUPE,BLAKE,Blake Grupe,K,126.98466420300001
GRAHAMGANO,GANO,GRAHAM,Graham Gano,K,122.253034558
WILLUTZ,LUTZ,WIL,Wil Lutz,K,120.110060068
CHADRYLAND,RYLAND,CHAD,Chad Ryland,K,115.651204154
RAMIZAHMED,AHMED,RAMIZ,Ramiz Ahmed,K,0.0
FALCONS,FALCONS,FALCONS,Falcons D/ST,DEF,80.64378542000001
BUCCANEERS,BUCCANEERS,BUCCANEERS,Buccaneers D/ST,DEF,79.41333064500003
VIKINGS,VIKINGS,VIKINGS,Vikings D/ST,DEF,80.23922621800001
COMMANDERS,COMMANDERS,COMMANDERS,Commanders D/ST,DEF,77.63627611000001
BRONCOS,BRONCOS,BRONCOS,Broncos D/ST,DEF,66.11998330200002
TITANS,TITANS,TITANS,Titans D/ST,DEF,65.326477963
RAMS,RAMS,RAMS,Rams D/ST,DEF,60.906001372999995
CARDINALS,CARDINALS,CARDINALS,Cardinals D/ST,DEF,53.402219279999976
DEVONTEZWALKER,WALKER,DEVONTEZ,Devontez Walker,WR,51.176793886000006
TROYFRANKLIN,FRANKLIN,TROY,Troy Franklin,WR,50.669423529999996
NOAHBROWN,BROWN,NOAH,Noah Brown,WR,50.428756862
KHADARELHODGE,HODGE,KHADAREL,KhaDarel Hodge,WR,49.407404308000004
BUBMEANS,MEANS,BUB,Bub Means,WR,49.17701773400001
TREYLONBURKS,BURKS,TREYLON,Treylon Burks,WR,48.55460523300001
BRANDONPOWELL,POWELL,BRANDON,Brandon Powell,WR,48.023370703000005
TRETUCKER,TUCKER,TRE,Tre Tucker,WR,43.82620935400001
GREGDORTCH,DORTCH,GREG,Greg Dortch,WR,48.74245618699999
JUSTINWATSON,WATSON,JUSTIN,Justin Watson,WR,47.221858478
XAVIERGIPSON,GIPSON,XAVIER,Xavier Gipson,WR,47.02787089000001
JATAVIONSANDERS,SANDERS,JATAVION,Ja'Tavion Sanders,TE,45.75826331000001
JAKEBOBO,BOBO,JAKE,Jake Bobo,WR,44.741197108
JOSHOLIVER,OLIVER,JOSH,Josh Oliver,TE,45.683848807999986
JAUANJENNINGS,JENNINGS,JAUAN,Jauan Jennings,WR,41.705705242
FOSTERMOREAU,MOREAU,FOSTER,Foster Moreau,TE,41.688254422
DERIUSDAVIS,DAVIS,DERIUS,Derius Davis,WR,41.03204684
TRENTONIRWIN,IRWIN,TRENTON,Trenton Irwin,WR,40.392293488
PARRISCAMPBELL,CAMPBELL,PARRIS,Parris Campbell,WR,39.219149942
BROCKWRIGHT,WRIGHT,BROCK,Brock Wright,TE,39.032064348000006
CEDWILSON,WILSON,CED,Cedrick Wilson Jr.,WR,38.434837632000004
MARQUEZVALDESSCANTLING,VALDESSCANTLING,MARQUEZ,Marquez Valdes-Scantling,WR,37.807829664
DURHAMSMYTHE,SMYTHE,DURHAM,Durham Smythe,TE,37.314023422
JORDANAKINS,AKINS,JORDAN,Jordan Akins,TE,35.905238804
ELIJAHHIGGINS,HIGGINS,ELIJAH,Elijah Higgins,TE,35.363130754
STEPHENSULLIVAN,SULLIVAN,STEPHEN,Stephen Sullivan,TE,34.410089768000006
COOPERRUSH,RUSH,COOPER,Cooper Rush,QB,34.290901782999995
DARNELLWASHINGTON,WASHINGTON,DARNELL,Darnell Washington,TE,34.025683885999996
JOSHDOBBS,DOBBS,JOSH,Joshua Dobbs,QB,33.694858128
CEDRICTILLMAN,TILLMAN,CEDRIC,Cedric Tillman,WR,33.406341488
TYSONBAGENT,BAGENT,TYSON,Tyson Bagent,QB,33.121915221
DEVINDUVERNAY,DUVERNAY,DEVIN,Devin Duvernay,WR,32.771440099
SEANCLIFFORD,CLIFFORD,SEAN,Sean Clifford,QB,32.487660324
CASEKEENUM,KEENUM,CASE,Case Keenum,QB,32.266308675000005
JOSHJOHNSON,JOHNSON,JOSH,Josh Johnson,QB,32.139739036
ALLENROBINSON,ROBINSON,ALLEN,Allen Robinson II,WR,31.606939524
KYLETRASK,TRASK,KYLE,Kyle Trask,QB,31.614669402000004
LUKESCHOONMAKER,SCHOONMAKER,LUKE,Luke Schoonmaker,TE,31.494806784
MACJONES,JONES,MAC,Mac Jones,QB,31.175292810000006
DESMONDRIDDER,RIDDER,DESMOND,Desmond Ridder,QB,30.91292499
HENDONHOOKER,HOOKER,HENDON,Hendon Hooker,QB,30.582374735
RYANFLOURNOY,FLOURNOY,RYAN,Ryan Flournoy,WR,30.445654928
JUJUSMITHSCHUSTER,SMITHSCHUSTER,JUJU,JuJu Smith-Schuster,WR,30.375709692
ALECPIERCE,PIERCE,ALEC,Alec Pierce,WR,30.246312604000003
BREVINJORDAN,JORDAN,BREVIN,Brevin Jordan,TE,29.982523982
EASTONSTICK,STICK,EASTON,Easton Stick,QB,29.688599536999998
DREWSAMPLE,SAMPLE,DREW,Drew Sample,TE,29.628315720000003
JASONBROWNLEE,BROWNLEE,JASON,Jason Brownlee,WR,29.626214246
MALIKWASHINGTON,WASHINGTON,MALIK,Malik Washington,WR,29.580448212999997
JOSHWHYLE,WHYLE,JOSH,Josh Whyle,TE,29.21643927
ANDYDALTON,DALTON,ANDY,Andy Dalton,QB,29.287393138
RAYRAYMCCLOUD,MCCLOUD,RAYRAY,Ray-Ray McCloud III,WR,29.178408052
BRENTONSTRANGE,STRANGE,BRENTON,Brenton Strange,TE,28.802985151999998
LUKEFARRELL,FARRELL,LUKE,Luke Farrell,TE,28.636381422000003
JORDANWHITTINGTON,WHITTINGTON,JORDAN,Jordan Whittington,WR,18.496825769999997
PHARAOHBROWN,BROWN,PHARAOH,Pharaoh Brown,TE,27.915367404
NATHANPETERMAN,PETERMAN,NATHAN,Nathan Peterman,QB,27.74626612
BOMELTON,MELTON,BO,Bo Melton,WR,27.604084599
STONESMARTT,SMARTT,STONE,Stone Smartt,TE,27.312938146
TRENTSHERFIELD,SHERFIELD,TRENT,Trent Sherfield Sr.,WR,26.866797651
AINIASSMITH,SMITH,AINIAS,Ainias Smith,WR,26.314877943
MIKEWHITE,WHITE,MIKE,Mike White,QB,26.274028082
DAVIDMOORE,MOORE,DAVID,David Moore,WR,26.239773402
ANDREWOGLETREE,OGLETREE,ANDREW,Drew Ogletree,TE,25.422021134
ALECINGOLD,INGOLD,ALEC,Alec Ingold,RB,25.179009524
DYAMIBROWN,BROWN,DYAMI,Dyami Brown,WR,24.768626279
JAVONBAKER,BAKER,JAVON,Javon Baker,WR,24.787342286
PAYNEDURHAM,DURHAM,PAYNE,Payne Durham,TE,24.406213243
K.J.OSBORN,OSBORN,K.J.,K.J. Osborn,WR,23.914076742
AJBARNER,BARNER,AJ,AJ Barner,TE,23.633885123
LAVISKASHENAULT,SHENAULT,LAVISKA,Laviska Shenault Jr.,WR,23.163935273
DONOVANPEOPLESJONES,PEOPLESJONES,DONOVAN,Donovan Peoples-Jones,WR,21.914151677000003
PEYTONHENDERSHOT,HENDERSHOT,PEYTON,Peyton Hendershot,TE,21.307352279
RASHEENALI,ALI,RASHEEN,Rasheen Ali,RB,21.1227943
KEAONTAYINGRAM,INGRAM,KEAONTAY,Keaontay Ingram,RB,21.087308493
SKYYMOORE,MOORE,SKYY,Skyy Moore,WR,25.974784173
ROSSDWELLEY,DWELLEY,ROSS,Ross Dwelley,TE,20.643735230999997
ERICKALL,ALL,ERICK,Erick All Jr.,TE,20.522284064999997
IRVSMITH,SMITH,IRV,Irv Smith Jr.,TE,20.493244381
MOALIECOX,ALIECOX,MO,Mo Alie-Cox,TE,18.730327994
KOKIEFT,KIEFT,KO,Ko Kieft,TE,18.721061858
EMARIDEMERCADO,DEMERCADO,EMARI,Emari Demercado,RB,18.706496924999996
ANTHONYGOULD,GOULD,ANTHONY,Anthony Gould,WR,16.208256264000003
LUCASKRULL,KRULL,LUCAS,Lucas Krull,TE,18.047105283999997
C.J.UZOMAH,UZOMAH,C.J.,C.J. Uzomah,TE,17.927103608
MACKHOLLINS,HOLLINS,MACK,Mack Hollins,WR,17.915660082
TYLERJOHNSON,JOHNSON,TYLER,Tyler Johnson,WR,27.509023103999997
CHRISEVANS,EVANS,CHRIS,Chris Evans,RB,19.160524132999996
KADARIUSTONEY,TONEY,KADARIUS,Kadarius Toney,WR,20.393380222000005
GIOVANNIRICCI,RICCI,GIOVANNI,Giovanni Ricci,TE,17.600895832000003
IANTHOMAS,THOMAS,IAN,Ian Thomas,TE,17.531764145999997
TIPREIMAN,REIMAN,TIP,Tip Reiman,TE,17.480165409
JOHNNYWILSON,WILSON,JOHNNY,Johnny Wilson,WR,16.942511488999997
BRAXTONBERRIOS,BERRIOS,BRAXTON,Braxton Berrios,WR,16.259995413
QUEZWATKINS,WATKINS,QUEZ,Quez Watkins,WR,16.101635092
TYLERSCOTT,SCOTT,TYLER,Tyler Scott,WR,16.520493144
MYLESGASKIN,GASKIN,MYLES,Myles Gaskin,RB,15.651309315
DAVIDBELL,BELL,DAVID,David Bell,WR,15.447151064000002
KENENWANGWU,NWANGWU,KENE,Kene Nwangwu,RB,15.35784094
JALENNAILOR,NAILOR,JALEN,Jalen Nailor,WR,15.236871223
JEFFWILSON,WILSON,JEFF,Jeff Wilson Jr.,RB,15.175876298
JALENREAGOR,REAGOR,JALEN,Jalen Reagor,WR,14.910673532
SEANTUCKER,TUCKER,SEAN,Sean Tucker,RB,14.811066905
ISAIAHMCKENZIE,MCKENZIE,ISAIAH,Isaiah McKenzie,WR,15.835526355000002
IHMIRSMITHMARSETTE,SMITHMARSETTE,IHMIR,Ihmir Smith-Marsette,WR,14.008974584999999
AUDRICESTIME,ESTIME,AUDRIC,Audric Estime,RB,13.659419413
STERLINGSHEPARD,SHEPARD,STERLING,Sterling Shepard,WR,0.0
JOHNMETCHIE,METCHIE,JOHN,John Metchie III,WR,13.532309523999999
NICKWESTBROOKIKHINE,WESTBROOKIKHINE,NICK,Nick Westbrook-Ikhine,WR,13.229501990000001
HUNTERLONG,LONG,HUNTER,Hunter Long,TE,12.877662469999999
LOGANTHOMAS,THOMAS,LOGAN,Logan Thomas,TE,0.0
DARRYNTONEVANS,EVANS,DARRYNTON,Darrynton Evans,RB,12.535231956999999
MIKEBURTON,BURTON,MIKE,Michael Burton,RB,12.398176294999999
DANTEMILLER,MILLER,DANTE,Dante Miller,RB,12.071552139
RASHAADPENNY,PENNY,RASHAAD,Rashaad Penny,RB,11.891819026
CHARLIEJONES,JONES,CHARLIE,Charlie Jones,WR,11.847467447
HUNTERLUEPKE,LUEPKE,HUNTER,Hunter Luepke,RB,11.759883599000002
AVERYWILLIAMS,WILLIAMS,AVERY,Avery Williams,RB,11.606257455000003
JAMYCALHASTY,HASTY,JAMYCAL,JaMycal Hasty,RB,11.317128702
ANDREWBECK,BECK,ANDREW,Andrew Beck,RB,11.151975365000002
DEONTEHARTY,HARTY,DEONTE,Deonte Harty,WR,11.063285445000002
ADAMPRENTICE,PRENTICE,ADAM,Adam Prentice,RB,10.937405602
DENERICPRINCE,PRINCE,DENERIC,Deneric Prince,RB,10.844938592000002
KIMANIVIDAL,VIDAL,KIMANI,Kimani Vidal,RB,10.274484512
TRAVISHOMER,HOMER,TRAVIS,Travis Homer,RB,10.085189319
JAREDWILEY,WILEY,JARED,Jared Wiley,TE,10.065388214
A.T.PERRY,PERRY,A.T.,A.T. Perry,WR,9.982427874
JALENBROOKS,BROOKS,JALEN,Jalen Brooks,WR,9.930068282
SIONEVAKI,VAKI,SIONE,Sione Vaki,RB,5.209543104
CHARLIEWOERNER,WOERNER,CHARLIE,Charlie Woerner,TE,9.656936893000001
DONALDPARHAM,PARHAM,DONALD,Donald Parham Jr.,TE,9.637283855999998
CASEYWASHINGTON,WASHINGTON,CASEY,Casey Washington,WR,9.622202187000001
JOSEPHFORTSON,FORTSON,JOSEPH,Jody Fortson Jr.,TE,9.543239358
CADESTOVER,STOVER,CADE,Cade Stover,TE,9.486581243
TOMMYHUDSON,HUDSON,TOMMY,Tommy Hudson,TE,9.455788234
KENNYYEBOAH,YEBOAH,KENNY,Kenny Yeboah,TE,9.383312861
TYLERGOODSON,GOODSON,TYLER,Tyler Goodson,RB,5.6607337090000005
ROBERTTONYAN,TONYAN,ROBERT,Robert Tonyan,TE,9.386780644
C.J.HAM,HAM,C.J.,C.J. Ham,RB,9.342296621500001
MALIKHEATH,HEATH,MALIK,Malik Heath,WR,9.256728188
QUINTINMORRIS,MORRIS,QUINTIN,Quintin Morris,TE,9.245042887
JAMESMITCHELL,MITCHELL,JAMES,James Mitchell,TE,9.172912928
JOSIAHDEGUARA,DEGUARA,JOSIAH,Josiah Deguara,TE,9.067372299
ALLENLAZARD,LAZARD,ALLEN,Allen Lazard,WR,9.004716046
BRENDENRICE,RICE,BRENDEN,Brenden Rice,WR,8.933443164
NICKVANNETT,VANNETT,NICK,Nick Vannett,TE,8.863481245
ANTOINEGREEN,GREEN,ANTOINE,Antoine Green,WR,8.838187975
HARRISONBRYANT,BRYANT,HARRISON,Harrison Bryant,TE,8.822198006
MYCOLEPRUITT,PRUITT,MYCOLE,MyCole Pruitt,TE,8.810735599000001
DWAYNEESKRIDGE,ESKRIDGE,DWAYNE,Dee Eskridge,WR,9.799208799999999
EQUANIMEOUSST.BROWN,ST.BROWN,EQUANIMEOUS,Equanimeous St. Brown,WR,8.751286223000001
BRITAINCOVEY,COVEY,BRITAIN,Britain Covey,WR,8.737611096
JOHNBATES,BATES,JOHN,John Bates,TE,8.729003291
PARKERWASHINGTON,WASHINGTON,PARKER,Parker Washington,WR,8.708256268000001
CHASECLAYPOOL,CLAYPOOL,CHASE,Chase Claypool,WR,8.631534369
CAMERONLATU,LATU,CAMERON,Cameron Latu,TE,13.056711085
MARCEDESLEWIS,LEWIS,MARCEDES,Marcedes Lewis,TE,0.0
MECOLEHARDMAN,HARDMAN,MECOLE,Mecole Hardman,WR,0.0
BLAKEWHITEHEART,WHITEHEART,BLAKE,Blake Whiteheart,TE,8.463387176000001
JACOBCOWING,COWING,JACOB,Jacob Cowing,WR,8.458152795
GRANTCALCATERRA,CALCATERRA,GRANT,Grant Calcaterra,TE,8.447857059
NICKBAWDEN,BAWDEN,NICK,Nick Bawden,RB,8.406168115
JALENGUYTON,GUYTON,JALEN,Jalen Guyton,WR,8.336117029
JAMARITHRASH,THRASH,JAMARI,Jamari Thrash,WR,8.302137556
NATEADKINS,ADKINS,NATE,Nate Adkins,TE,8.291750541999999
DAVISALLEN,ALLEN,DAVIS,Davis Allen,TE,8.245852909000002
CHARLIEKOLAR,KOLAR,CHARLIE,Charlie Kolar,TE,8.195084984000001
TIMJONES,JONES,TIM,Tim Jones,WR,8.06867542
ZACHPASCAL,PASCAL,ZACH,Zach Pascal,WR,7.974770733000001
JAWHARJORDAN,JORDAN,JAWHAR,Jawhar Jordan,RB,7.939471295000001
MITCHELLWILCOX,WILCOX,MITCHELL,Mitchell Wilcox,TE,7.953493256
OLAMIDEZACCHEAUS,ZACCHEAUS,OLAMIDE,Olamide Zaccheaus,WR,7.846646364000001
BRANDONJOHNSON,JOHNSON,BRANDON,Brandon Johnson,WR,7.816593985000001
WILLMALLORY,MALLORY,WILL,Will Mallory,TE,7.71841494
ASHTONDULIN,DULIN,ASHTON,Ashton Dulin,WR,9.477680242000002
PATRICKRICARD,RICARD,PATRICK,Patrick Ricard,RB,7.576915049000001
SCOTTMILLER,MILLER,SCOTT,Scotty Miller,WR,7.4720829580000006
VELUSJONES,JONES,VELUS,Velus Jones Jr.,WR,8.642223153999998
XAVIERHUTCHINSON,HUTCHINSON,XAVIER,Xavier Hutchinson,WR,6.299651740000001
HASSANHASKINS,HASKINS,HASSAN,Hassan Haskins,RB,5.745687973
BOSTONSCOTT,SCOTT,BOSTON,Boston Scott,RB,5.432210197000001
LAWRENCECAGER,CAGER,LAWRENCE,Lawrence Cager,TE,4.719933795
DEVINCULP,CULP,DEVIN,Devin Culp,TE,4.612542013400001
BENSIMS,SIMS,BEN,Ben Sims,TE,4.4935277166
BRADYRUSSELL,RUSSELL,BRADY,Brady Russell,TE,4.3692039136
RIVERCRACRAFT,CRACRAFT,RIVER,River Cracraft,WR,4.46515615
RAKIMJARRETT,JARRETT,RAKIM,Rakim Jarrett,WR,13.384593209
CHRISMANHERTZ,MANHERTZ,CHRIS,Chris Manhertz,TE,4.4426331208
TYLERDAVIS,DAVIS,TYLER,Tyler Davis,TE,4.4379952330000005
MAURICEALEXANDER,ALEXANDER,MAURICE,Maurice Alexander,WR,4.399309691000001
COLETURNER,TURNER,COLE,Cole Turner,TE,4.084520905
DANNYGRAY,GRAY,DANNY,Danny Gray,WR,4.208362490000001
KYLEPHILIPS,PHILIPS,KYLE,Kyle Philips,WR,4.1091563760000005
KHARIBLASINGAME,BLASINGAME,KHARI,Khari Blasingame,RB,3.8427360016000005
DEANDRECARTER,CARTER,DEANDRE,DeAndre Carter,WR,0.0
JORDANMIMS,MIMS,JORDAN,Jordan Mims,RB,2.308650741
JEREMYMCNICHOLS,MCNICHOLS,JEREMY,Jeremy McNichols,RB,2.1610475520000003
DEEJAYDALLAS,DALLAS,DEEJAY,DeeJay Dallas,RB,0.48898098
RAHEEMBLACKSHEAR,BLACKSHEAR,RAHEEM,Raheem Blackshear,RB,0.45154651199999996
RONNIEBELL,BELL,RONNIE,Ronnie Bell,WR,1.026
KEILANROBINSON,ROBINSON,KEILAN,Keilan Robinson,RB,0.539247684
TYLANWALLACE,WALLACE,TYLAN,Tylan Wallace,WR,0.525182628
PIERRESTRONG,STRONG,PIERRE,Pierre Strong Jr.,RB,0.504494478
CHRISMOORE,MOORE,CHRIS,Chris Moore,WR,0.0
ERICSAUBERT,SAUBERT,ERIC,Eric Saubert,TE,8.350855429000001
TRENTTAYLOR,TAYLOR,TRENT,Trent Taylor,WR,0.0
ERICTOMLINSON,TOMLINSON,ERIC,Eric Tomlinson,TE,0.0
DAMIEREBYRD,BYRD,DAMIERE,Damiere Byrd,WR,0.0
NATESUDFELD,SUDFELD,NATE,Nate Sudfeld,QB,0.0
BRANDONALLEN,ALLEN,BRANDON,Brandon Allen,QB,0.0
KYLEALLEN,ALLEN,KYLE,Kyle Allen,QB,0.0
JEFFDRISKEL,DRISKEL,JEFF,Jeff Driskel,QB,0.0
TAYLORHEINICKE,HEINICKE,TAYLOR,Taylor Heinicke,QB,0.0
C.J.BEATHARD,BEATHARD,C.J.,C.J. Beathard,QB,0.0
PHILLIPDORSETT,DORSETT,PHILLIP,Phillip Dorsett,WR,0.0
ZACHGENTRY,GENTRY,ZACH,Zach Gentry,TE,0.0
NICKMULLENS,MULLENS,NICK,Nick Mullens,QB,0.0
JUWANNWINFREE,WINFREE,JUWANN,Juwann Winfree,WR,0.0
BRETTRYPIEN,RYPIEN,BRETT,Brett Rypien,QB,0.0
TOMMYSWEENEY,SWEENEY,TOMMY,Tommy Sweeney,TE,0.0
JOHNKELLY,KELLY,JOHN,John Kelly Jr.,RB,0.0
LOGANWOODSIDE,WOODSIDE,LOGAN,Logan Woodside,QB,0.0
TIMBOYLE,BOYLE,TIM,Tim Boyle,QB,0.0
JORDANMATTHEWS,MATTHEWS,JORDAN,Jordan Matthews,TE,0.0
NKEALHARRY,HARRY,NKEAL,N'Keal Harry,TE,0.0
ANDYISABELLA,ISABELLA,ANDY,Andy Isabella,WR,0.0
MILESBOYKIN,BOYKIN,MILES,Miles Boykin,WR,0.0
WILLGRIER,GRIER,WILL,Will Grier,QB,0.0
DANTEPETTIS,PETTIS,DANTE,Dante Pettis,WR,0.0
TREQUANSMITH,SMITH,TREQUAN,Tre'Quan Smith,WR,0.0
MIKEBOONE,BOONE,MIKE,Mike Boone,RB,0.0
CAMSIMS,SIMS,CAM,Cam Sims,WR,0.0
CHRISCONLEY,CONLEY,CHRIS,Chris Conley,WR,0.0
ROBERTWOODS,WOODS,ROBERT,Robert Woods,WR,0.8208
TYREEJACKSON,JACKSON,TYREE,Tyree Jackson,TE,0.0
LILJORDANHUMPHREY,HUMPHREY,LILJORDAN,Lil'Jordan Humphrey,WR,0.0
STEVENSIMS,SIMS,STEVEN,Steven Sims,WR,0.763123548
GUNNEROLSZEWSKI,OLSZEWSKI,GUNNER,Gunner Olszewski,WR,1.5554938800000002
NSIMBAWEBSTER,WEBSTER,NSIMBA,Nsimba Webster,WR,0.0
JESPERHORSTED,HORSTED,JESPER,Jesper Horsted,TE,0.0
STEPHENCARLSON,CARLSON,STEPHEN,Stephen Carlson,TE,8.756257745000001
STANLEYMORGAN,MORGAN,STANLEY,Stanley Morgan Jr.,WR,0.0
JEFFSMITH,SMITH,JEFF,Jeff Smith,WR,0.0
DAVIONDAVIS,DAVIS,DAVION,Davion Davis,WR,0.0
TOMKENNEDY,KENNEDY,TOM,Tom Kennedy,WR,0.0
PJWALKER,WALKER,PJ,PJ Walker,QB,0.0
LAMICALPERINE,PERINE,LAMICAL,La'Mical Perine,RB,0.0
DENZELMIMS,MIMS,DENZEL,Denzel Mims,WR,0.0
KJHAMLER,HAMLER,KJ,KJ Hamler,WR,0.0
DALTONKEENE,KEENE,DALTON,Dalton Keene,TE,0.0
ALBERTOKWUEGBUNAM,OKWUEGBUNAM,ALBERT,Albert Okwuegbunam Jr.,TE,0.0
COLLINJOHNSON,JOHNSON,COLLIN,Collin Johnson,WR,0.0
FREDDIESWAIN,SWAIN,FREDDIE,Freddie Swain,WR,0.0
JAMESPROCHE,PROCHE,JAMES,James Proche II,WR,0.8208
TYRIECLEVELAND,CLEVELAND,TYRIE,Tyrie Cleveland,WR,0.0
ISAIAHHODGINS,HODGINS,ISAIAH,Isaiah Hodgins,WR,0.0
MARQUEZCALLAWAY,CALLAWAY,MARQUEZ,Marquez Callaway,WR,0.0
J.J.TAYLOR,TAYLOR,J.J.,J.J. Taylor,RB,0.0
JAMESROBINSON,ROBINSON,JAMES,James Robinson,RB,0.0
SALVONAHMED,AHMED,SALVON,Salvon Ahmed,RB,0.0
REGGIEGILLIAM,GILLIAM,REGGIE,Reggie Gilliam,RB,0.0
MALIKTAYLOR,TAYLOR,MALIK,Malik Taylor,WR,0.0
JOHNWOLFORD,WOLFORD,JOHN,John Wolford,QB,0.0
SEANMCKEON,MCKEON,SEAN,Sean McKeon,TE,0.0
TRISHTONJACKSON,JACKSON,TRISHTON,Trishton Jackson,WR,0.0
DANCHISENA,CHISENA,DAN,Dan Chisena,WR,0.0
TYRONBILLYJOHNSON,BILLYJOHNSON,TYRON,Tyron Billy-Johnson,WR,0.0
AUSTINMACK,MACK,AUSTIN,Austin Mack,WR,0.0
TYLERHUNTLEY,HUNTLEY,TYLER,Tyler Huntley,QB,0.0
JONATHANWARD,WARD,JONATHAN,Jonathan Ward,RB,0.0
TONYJONES,JONES,TONY,Tony Jones Jr.,RB,0.0
KRISTIANWILKERSON,WILKERSON,KRISTIAN,Kristian Wilkerson,WR,0.0
TERRACEMARSHALL,MARSHALL,TERRACE,Terrace Marshall Jr.,WR,0.0
ZACHWILSON,WILSON,ZACH,Zach Wilson,QB,0.0
TREYLANCE,LANCE,TREY,Trey Lance,QB,0.0
JERMARJEFFERSON,JEFFERSON,JERMAR,Jermar Jefferson,RB,0.0
DAVISMILLS,MILLS,DAVIS,Davis Mills,QB,0.0
DEZFITZPATRICK,FITZPATRICK,DEZ,Dez Fitzpatrick,WR,0.0
ANTHONYSCHWARTZ,SCHWARTZ,ANTHONY,Anthony Schwartz,WR,0.0
JAELONDARDEN,DARDEN,JAELON,Jaelon Darden,WR,0.0
CORNELLPOWELL,POWELL,CORNELL,Cornell Powell,WR,0.0
JACOBHARRIS,HARRIS,JACOB,Jacob Harris,WR,0.0
BENMASON,MASON,BEN,Ben Mason,RB,0.0
SIMIFEHOKO,FEHOKO,SIMI,Simi Fehoko,WR,0.0
TREMCKITTY,MCKITTY,TRE,Tre' McKitty,TE,0.0
SETHWILLIAMS,WILLIAMS,SETH,Seth Williams,WR,0.0
KAWAANBAKER,BAKER,KAWAAN,Kawaan Baker,WR,0.0
IANBOOK,BOOK,IAN,Ian Book,QB,0.0
MIKESTRACHAN,STRACHAN,MIKE,Mike Strachan,WR,0.0
ZACHDAVIDSON,DAVIDSON,ZACH,Zach Davidson,TE,0.0
SAMEHLINGER,EHLINGER,SAM,Sam Ehlinger,QB,0.0
JAKEFUNK,FUNK,JAKE,Jake Funk,RB,0.0
RACEYMCMATH,MCMATH,RACEY,Racey McMath,WR,0.0
JALENCAMP,CAMP,JALEN,Jalen Camp,WR,0.0
DAXMILNE,MILNE,DAX,Dax Milne,WR,1.8713982660000001
BENSKOWRONEK,SKOWRONEK,BEN,Ben Skowronek,WR,0.0
JARETPATTERSON,PATTERSON,JARET,Jaret Patterson,RB,0.0
SAMMISREYES,REYES,SAMMIS,Sammis Reyes,TE,0.0
CODYWHITE,WHITE,CODY,Cody White,WR,0.0
MILLERFORRISTALL,FORRISTALL,MILLER,Miller Forristall,TE,0.0
PARKERHESSE,HESSE,PARKER,Parker Hesse,TE,0.0
DAVIDWELLS,WELLS,DAVID,David Wells,TE,0.0
JACKSTOLL,STOLL,JACK,Jack Stoll,TE,0.0
SHANEZYLSTRA,ZYLSTRA,SHANE,Shane Zylstra,TE,0.0
MIKEBANDY,BANDY,MIKE,Michael Bandy,WR,0.0
EASOPWINSTON,WINSTON,EASOP,Easop Winston Jr.,WR,0.0
PATRICKTAYLOR,TAYLOR,PATRICK,Patrick Taylor Jr.,RB,0.0
MASONKINSEY,KINSEY,MASON,Mason Kinsey,WR,0.0
TYLERMABRY,MABRY,TYLER,Tyler Mabry,TE,0.0
D.J.MONTGOMERY,MONTGOMERY,D.J.,D.J. Montgomery,WR,0.0
DAVIDSILLS,SILLS,DAVID,David Sills V,WR,0.0
CODYTHOMPSON,THOMPSON,CODY,Cody Thompson,WR,0.0
SNOOPCONNER,CONNER,SNOOP,Snoop Conner,RB,0.0
TYRIONDAVISPRICE,DAVISPRICE,TYRION,Tyrion Davis-Price,RB,0.0
MALIKWILLIS,WILLIS,MALIK,Malik Willis,QB,0.0
TYQUANTHORNTON,THORNTON,TYQUAN,Tyquan Thornton,WR,0.0
ERIKEZUKANMA,EZUKANMA,ERIK,Erik Ezukanma,WR,0.0
TEAGANQUITORIANO,QUITORIANO,TEAGAN,Teagan Quitoriano,TE,0.0
JOHNFITZPATRICK,FITZPATRICK,JOHN,John FitzPatrick,TE,0.0
MIKEWOODS,WOODS,MIKE,Michael Woods II,WR,0.0
BAILEYZAPPE,ZAPPE,BAILEY,Bailey Zappe,QB,0.0
